date,location,confirmed,recoveries,deaths,daily_confirmed,daily_recoveries,daily_deaths
2020-05-27,Meghalaya,15,12,1,1,0,0
2020-05-27,Mizoram,1,1,0,0,0,0
2020-05-27,Nagaland,4,0,0,1,0,0
2020-05-27,Odisha,1517,733,7,79,84,0
2020-05-27,Puducherry,46,12,0,5,0,0
2020-05-27,Punjab,2106,1918,40,46,20,0
2020-05-27,Rajasthan,7536,4171,170,236,220,3
2020-05-27,Sikkim,1,0,0,0,0,0
2020-05-27,Tamil Nadu,17728,9342,127,646,611,9
2020-05-27,Telengana,1991,1284,57,71,120,1
2020-05-27,Tripura,207,165,0,13,0,0
2020-05-27,Uttarakhand,401,64,4,52,6,1
2020-05-27,Uttar Pradesh,6548,3698,170,16,117,5
2020-05-27,West Bengal,4009,1486,283,193,72,5
2020-05-28,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-28,Andhra Pradesh,3171,2057,58,0,48,1
2020-05-28,Arunachal Pradesh,2,1,0,0,0,0
2020-05-28,Assam,781,87,4,165,25,0
2020-05-28,Bihar,3061,1083,15,78,183,2
2020-05-28,Chandigarh,279,187,4,13,0,0
2020-05-28,Chhattisgarh,369,83,0,8,4,0
2020-05-28,Dadar Nagar Haveli,2,0,0,0,0,0
2020-05-28,Delhi,15257,7264,303,792,41,15
2020-05-28,Goa,68,37,0,1,9,0
2020-05-28,Gujarat,15195,7549,938,374,410,23
2020-05-28,Haryana,1381,838,18,76,14,1
2020-05-28,Himachal Pradesh,273,70,5,26,3,0
2020-05-28,Jammu and Kashmir,1921,854,26,162,21,2
2020-05-28,Jharkhand,448,185,4,22,10,0
2020-05-28,Karnataka,2418,781,47,135,33,3
2020-05-28,Kerala,1004,552,7,41,10,1
2020-05-28,Ladakh,53,43,0,0,0,0
2020-05-28,Madhya Pradesh,7261,3927,313,237,238,8
2020-05-28,Maharashtra,56948,17918,1897,2190,964,105
2020-05-28,Manipur,44,4,0,5,0,0
2020-05-28,Meghalaya,20,12,1,5,0,0
2020-05-28,Mizoram,1,1,0,0,0,0
2020-05-28,Nagaland,4,0,0,0,0,0
2020-05-28,Odisha,1593,733,7,76,0,0
2020-05-28,Puducherry,46,12,0,0,0,0
2020-05-28,Punjab,2139,1918,40,33,0,0
2020-05-28,Rajasthan,7703,4457,173,167,286,3
2020-05-28,Sikkim,1,0,0,0,0,0
2020-05-28,Tamil Nadu,18545,9909,133,817,567,6
2020-05-28,Telengana,2098,1284,63,107,0,6
2020-05-28,Tripura,230,165,0,23,0,0
2020-05-28,Uttarakhand,469,79,4,68,15,0
2020-05-28,Uttar Pradesh,6991,3991,182,443,293,12
2020-05-28,West Bengal,4192,1578,289,183,92,6
2020-05-29,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-29,Andhra Pradesh,3251,2125,59,80,68,1
2020-05-29,Arunachal Pradesh,3,1,0,1,0,0
2020-05-29,Assam,856,104,4,75,17,0
2020-05-29,Bihar,3296,1211,15,235,128,0
2020-05-29,Chandigarh,288,189,4,9,2,0
2020-05-29,Chhattisgarh,399,83,0,30,0,0
2020-05-29,Dadar Nagar Haveli,2,0,0,0,0,0
2020-05-29,Delhi,16281,7495,316,1024,231,13
2020-05-29,Goa,69,38,0,1,1,0
2020-05-29,Gujarat,15562,8003,960,367,454,22
2020-05-29,Haryana,1504,881,19,123,43,1
2020-05-29,Himachal Pradesh,276,70,5,3,0,0
2020-05-29,Jammu and Kashmir,2036,859,27,115,5,1
2020-05-29,Jharkhand,469,212,4,21,27,0
2020-05-29,Karnataka,2533,834,47,115,53,0
2020-05-29,Kerala,1088,555,7,84,3,0
2020-05-29,Ladakh,73,43,0,20,0,0
2020-05-29,Madhya Pradesh,7453,4050,321,192,123,8
2020-05-29,Maharashtra,59546,18616,1982,2598,698,85
2020-05-29,Manipur,55,5,0,11,1,0
2020-05-29,Meghalaya,21,12,1,1,0,0
2020-05-29,Mizoram,1,1,0,0,0,0
2020-05-29,Nagaland,18,0,0,14,0,0
2020-05-29,Odisha,1660,887,7,67,154,0
2020-05-29,Puducherry,51,14,0,5,2,0
2020-05-29,Punjab,2158,1946,40,19,28,0
2020-05-29,Rajasthan,8067,4817,180,364,360,7
2020-05-29,Sikkim,1,0,0,0,0,0
2020-05-29,Tamil Nadu,19372,10548,145,827,639,12
2020-05-29,Telengana,2256,1345,67,158,61,4
2020-05-29,Tripura,242,167,0,12,2,0
2020-05-29,Uttarakhand,500,79,4,31,0,0
2020-05-29,Uttar Pradesh,7170,4215,197,179,224,15
2020-05-29,West Bengal,4536,1668,295,344,90,6
2020-05-30,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-30,Andhra Pradesh,3436,2226,60,185,101,1
2020-05-30,Arunachal Pradesh,3,1,0,0,0,0
2020-05-30,Assam,1024,125,4,168,21,0
2020-05-30,Bihar,3376,1211,15,80,0,0
2020-05-30,Chandigarh,289,189,4,1,0,0
2020-05-30,Chhattisgarh,415,100,1,16,17,1
2020-05-30,Dadar Nagar Haveli,2,0,0,0,0,0
2020-05-30,Delhi,17386,7846,398,1105,351,82
2020-05-30,Goa,69,41,0,0,3,0
2020-05-30,Gujarat,15934,8611,980,372,608,20
2020-05-30,Haryana,1721,940,19,217,59,0
2020-05-30,Himachal Pradesh,295,87,5,19,17,0
2020-05-30,Jammu and Kashmir,2164,875,28,128,16,1
2020-05-30,Jharkhand,511,216,5,42,4,1
2020-05-30,Karnataka,2781,894,48,248,60,1
2020-05-30,Kerala,1150,565,8,62,10,1
2020-05-30,Ladakh,74,43,0,1,0,0
2020-05-30,Madhya Pradesh,7645,4269,334,192,219,13
2020-05-30,Maharashtra,62228,26997,2098,2682,8381,116
2020-05-30,Manipur,59,8,0,4,3,0
2020-05-30,Meghalaya,27,12,1,6,0,0
2020-05-30,Mizoram,1,1,0,0,0,0
2020-05-30,Nagaland,25,0,0,7,0,0
2020-05-30,Odisha,1723,887,7,63,0,0
2020-05-30,Puducherry,51,14,0,0,0,0
2020-05-30,Punjab,2197,1949,42,39,3,2
2020-05-30,Rajasthan,8365,5244,184,298,427,4
2020-05-30,Sikkim,1,0,0,0,0,0
2020-05-30,Tamil Nadu,20246,11313,154,874,765,9
2020-05-30,Telengana,2425,1381,71,169,36,4
2020-05-30,Tripura,251,171,0,9,4,0
2020-05-30,Uttarakhand,716,102,5,216,23,1
2020-05-30,Uttar Pradesh,7284,4244,198,114,29,1
2020-05-30,West Bengal,4813,1775,302,277,107,7
2020-05-31,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-31,Andhra Pradesh,3569,2289,60,133,63,0
2020-05-31,Arunachal Pradesh,4,1,0,1,0,0
2020-05-31,Assam,1185,163,4,161,38,0
2020-05-31,Bihar,3636,1618,20,260,407,5
2020-05-31,Chandigarh,289,189,4,0,0,0
2020-05-31,Chhattisgarh,447,102,1,32,2,0
2020-05-31,Dadar Nagar Haveli,2,0,0,0,0,0
2020-05-31,Delhi,18549,8075,416,1163,229,18
2020-05-31,Goa,70,41,0,1,0,0
2020-05-31,Gujarat,16343,9230,1007,409,619,27
2020-05-31,Haryana,1923,971,20,202,31,1
2020-05-31,Himachal Pradesh,313,111,5,18,24,0
2020-05-31,Jammu and Kashmir,2341,908,28,177,33,0
2020-05-31,Jharkhand,563,256,5,52,40,0
2020-05-31,Karnataka,2922,997,48,141,103,0
2020-05-31,Kerala,1208,575,9,58,10,1
2020-05-31,Ladakh,74,43,0,0,0,0
2020-05-31,Madhya Pradesh,7891,4444,343,246,175,9
2020-05-31,Maharashtra,65168,28081,2197,2940,1084,99
2020-05-31,Manipur,62,8,0,3,0,0
2020-05-31,Meghalaya,27,12,1,0,0,0
2020-05-31,Mizoram,1,1,0,0,0,0
2020-05-31,Nagaland,36,0,0,11,0,0
2020-05-31,Odisha,1819,1050,7,96,163,0
2020-05-31,Puducherry,51,14,0,0,0,0
2020-05-31,Punjab,2233,1967,44,36,18,2
2020-05-31,Rajasthan,8617,5739,193,252,495,9
2020-05-31,Sikkim,1,0,0,0,0,0
2020-05-31,Tamil Nadu,21184,12000,160,938,687,6
2020-05-31,Telengana,2499,1412,77,74,31,6
2020-05-31,Tripura,268,172,0,17,1,0
2020-05-31,Uttarakhand,749,102,5,33,0,0
2020-05-31,Uttar Pradesh,7445,4410,201,161,166,3
2020-05-31,West Bengal,5130,1970,309,317,195,7
2020-06-01,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-06-01,Andhra Pradesh,3679,2349,62,110,60,2
2020-06-01,Arunachal Pradesh,4,1,0,0,0,0
2020-06-01,Assam,1272,185,4,87,22,0
2020-06-01,Bihar,3815,1710,21,179,92,1
2020-06-01,Chandigarh,293,199,4,4,10,0
2020-06-01,Chhattisgarh,498,115,1,51,13,0
2020-06-01,Dadar Nagar Haveli,2,0,0,0,0,0
2020-06-01,Delhi,19844,8478,473,1295,403,57
2020-06-01,Goa,70,42,0,0,1,0
2020-06-01,Gujarat,16779,9919,1038,436,689,31
2020-06-01,Haryana,2091,1048,20,168,77,0
2020-06-01,Himachal Pradesh,331,120,5,18,9,0
2020-06-01,Jammu and Kashmir,2446,927,28,105,19,0
2020-06-01,Jharkhand,610,256,5,47,0,0
2020-06-01,Karnataka,3221,1218,51,299,221,3
2020-06-01,Kerala,1269,590,9,61,15,0
2020-06-01,Ladakh,74,43,0,0,0,0
2020-06-01,Madhya Pradesh,8089,4842,350,198,398,7
2020-06-01,Maharashtra,67655,29329,2286,2487,1248,89
2020-06-01,Manipur,71,11,0,9,3,0
2020-06-01,Meghalaya,27,12,1,0,0,0
2020-06-01,Mizoram,1,1,0,0,0,0
2020-06-01,Nagaland,43,0,0,7,0,0
2020-06-01,Odisha,1948,1126,7,129,76,0
2020-06-01,Puducherry,70,25,0,19,11,0
2020-06-01,Punjab,2263,1987,45,30,20,1
2020-06-01,Rajasthan,8831,5927,194,214,188,1
2020-06-01,Sikkim,1,0,0,0,0,0
2020-06-01,Tamil Nadu,22333,12757,173,1149,757,13
2020-06-01,Telengana,2698,1428,82,199,16,5
2020-06-01,Tripura,313,173,0,45,1,0
2020-06-01,Uttarakhand,907,102,5,158,0,0
2020-06-01,Uttar Pradesh,7823,4709,213,378,299,12
2020-06-01,West Bengal,5501,2157,317,371,187,8
